"","t","s","mid","pmt","pg","subtype","hr","bank"
"6105",3,0,"purplle.com","NB","PAYU","notprovided","2020-02-13 01","NB_SBI"
"6106",21,1,"fanfight","NB","RAZORPAY","notprovided","2020-02-13 11","NB_SBI"
"6107",6,4,"drivezy","NB","GOCASHFREE","notprovided","2020-02-13 11","NB_SBI"
"6108",22,13,"medlife_prod","NB","RAZORPAY","notprovided","2020-02-13 07","NB_SBI"
"6109",42,24,"urbanclap","NB","PAYTM","notprovided","2020-02-13 06","NB_SBI"
"6110",10,3,"zivame","NB","PAYU","notprovided","2020-02-13 06","NB_SBI"
"6111",9,1,"fanfight","NB","RAZORPAY","notprovided","2020-02-13 02","NB_SBI"
"6112",3,3,"zivame","NB","PAYU","notprovided","2020-02-13 12","NB_SBI"
"6113",6,4,"zivame","NB","PAYU","notprovided","2020-02-13 08","NB_SBI"
"6114",15,12,"pharmeasytech","NB","PAYU","notprovided","2020-02-13 09","NB_SBI"
"6115",10,8,"pharmeasytech","NB","PAYTM","notprovided","2020-02-13 11","NB_SBI"
"6116",6,6,"pharmeasytech","NB","PAYTM","notprovided","2020-02-13 01","NB_SBI"
"6117",7,5,"urbanclap","NB","PAYTM","notprovided","2020-02-13 01","NB_SBI"
"6118",14,12,"pharmeasytech","NB","PAYU","notprovided","2020-02-13 08","NB_SBI"
"6119",20,10,"urbanclap","NB","PAYTM","notprovided","2020-02-13 11","NB_SBI"
"6120",9,2,"fanfight","NB","RAZORPAY","notprovided","2020-02-13 10","NB_SBI"
"6121",12,7,"medlife_prod","NB","RAZORPAY","notprovided","2020-02-13 10","NB_SBI"
"6122",12,4,"purplle.com","NB","PAYU","notprovided","2020-02-13 09","NB_SBI"
"6123",9,4,"purplle.com","NB","PAYU","notprovided","2020-02-13 15","NB_SBI"
"6124",31,19,"urbanclap","NB","PAYTM","notprovided","2020-02-13 10","NB_SBI"
"6125",9,7,"pharmeasytech","NB","PAYTM","notprovided","2020-02-13 03","NB_SBI"
"6126",14,3,"fanfight","NB","RAZORPAY","notprovided","2020-02-13 16","NB_SBI"
"6127",21,13,"zivame","NB","PAYU","notprovided","2020-02-13 16","NB_SBI"
"6128",4,4,"countrydelight","NB","PAYU","notprovided","2020-02-13 18","NB_SBI"
"6129",30,15,"urbanclap","NB","PAYTM","notprovided","2020-02-13 16","NB_SBI"
"6130",6,5,"countrydelight","NB","PAYU","notprovided","2020-02-13 17","NB_SBI"
"6131",8,5,"pharmeasytech","NB","PAYTM","notprovided","2020-02-13 13","NB_SBI"
"6132",31,21,"urbanclap","NB","PAYTM","notprovided","2020-02-13 14","NB_SBI"
"6133",21,14,"urbanclap","NB","PAYTM","notprovided","2020-02-13 15","NB_SBI"
"6134",17,13,"pharmeasytech","NB","PAYU","notprovided","2020-02-13 14","NB_SBI"
"6135",6,5,"pharmeasytech","NB","PAYTM","notprovided","2020-02-13 16","NB_SBI"
"6136",1,1,"countrydelight","NB","PAYU","notprovided","2020-02-14 00","NB_SBI"
"6137",4,0,"fanfight","NB","RAZORPAY","notprovided","2020-02-14 23","NB_SBI"
"6138",8,5,"purplle.com","NB","PAYU","notprovided","2020-02-12 10","NB_SBI"
"6139",14,11,"pharmeasytech","NB","PAYU","notprovided","2020-02-12 10","NB_SBI"
"6140",8,7,"pharmeasytech","NB","PAYTM","notprovided","2020-02-12 06","NB_SBI"
"6141",30,16,"urbanclap","NB","PAYTM","notprovided","2020-02-12 10","NB_SBI"
"6142",11,8,"pharmeasytech","NB","PAYTM","notprovided","2020-02-12 04","NB_SBI"
"6143",3,2,"countrydelight","NB","PAYU","notprovided","2020-02-12 07","NB_SBI"
"6144",9,5,"countrydelight","NB","PAYU","notprovided","2020-02-12 12","NB_SBI"
"6145",3,2,"drivezy","NB","GOCASHFREE","notprovided","2020-02-12 04","NB_SBI"
"6146",8,6,"pharmeasytech","NB","PAYU","notprovided","2020-02-12 11","NB_SBI"
"6147",11,9,"pharmeasytech","NB","PAYU","notprovided","2020-02-12 16","NB_SBI"
"6148",9,7,"zivame","NB","PAYU","notprovided","2020-02-12 14","NB_SBI"
"6149",9,4,"countrydelight","NB","PAYU","notprovided","2020-02-12 14","NB_SBI"
"6150",7,0,"fanfight","NB","RAZORPAY","notprovided","2020-02-12 19","NB_SBI"
"6151",3,1,"fanfight","NB","RAZORPAY","notprovided","2020-02-12 00","NB_SBI"
"6152",9,7,"zivame","NB","PAYU","notprovided","2020-02-12 04","NB_SBI"
"6153",5,1,"drivezy","NB","GOCASHFREE","notprovided","2020-02-12 10","NB_SBI"
"6154",3,2,"drivezy","NB","GOCASHFREE","notprovided","2020-02-12 02","NB_SBI"
"6155",1,0,"zivame","NB","RAZORPAY","notprovided","2020-02-12 11","NB_SBI"
"6156",11,8,"medlife_prod","NB","RAZORPAY","notprovided","2020-02-12 16","NB_SBI"
"6157",5,3,"medlife_prod","NB","RAZORPAY","notprovided","2020-02-14 17","NB_SBI"
"6158",2,1,"pharmeasytech","NB","PAYTM","notprovided","2020-02-14 17","NB_SBI"
"6159",5,0,"drivezy","NB","GOCASHFREE","notprovided","2020-02-13 10","NB_SBI"
"6160",10,9,"pharmeasytech","NB","PAYTM","notprovided","2020-02-13 08","NB_SBI"
"6161",20,17,"pharmeasytech","NB","PAYU","notprovided","2020-02-13 11","NB_SBI"
"6162",2,0,"fanfight","NB","RAZORPAY","notprovided","2020-02-13 04","NB_SBI"
"6163",2,1,"zivame","NB","PAYU","notprovided","2020-02-13 00","NB_SBI"
"6164",18,5,"fanfight","NB","RAZORPAY","notprovided","2020-02-13 12","NB_SBI"
"6165",9,5,"zivame","NB","PAYU","notprovided","2020-02-13 10","NB_SBI"
"6166",5,1,"purplle.com","NB","PAYU","notprovided","2020-02-13 02","NB_SBI"
"6167",2,0,"zivame","NB","RAZORPAY","notprovided","2020-02-13 14","NB_SBI"
"6168",10,7,"zivame","NB","PAYU","notprovided","2020-02-13 17","NB_SBI"
"6169",11,8,"pharmeasytech","NB","PAYTM","notprovided","2020-02-13 14","NB_SBI"
"6170",8,3,"fanfight","NB","RAZORPAY","notprovided","2020-02-13 20","NB_SBI"
"6171",4,2,"zivame","NB","PAYU","notprovided","2020-02-12 05","NB_SBI"
"6172",4,4,"pharmeasytech","NB","PAYTM","notprovided","2020-02-12 10","NB_SBI"
"6173",8,7,"pharmeasytech","NB","PAYTM","notprovided","2020-02-12 12","NB_SBI"
"6174",7,1,"fanfight","NB","RAZORPAY","notprovided","2020-02-12 18","NB_SBI"
"6175",4,2,"countrydelight","NB","PAYU","notprovided","2020-02-12 08","NB_SBI"
"6176",2,1,"pharmeasytech","NB","PAYTM","notprovided","2020-02-12 20","NB_SBI"
"6177",5,3,"zivame","NB","PAYU","notprovided","2020-02-12 02","NB_SBI"
"6178",4,0,"purplle.com","NB","PAYU","notprovided","2020-02-12 06","NB_SBI"
"6179",1,0,"zivame","NB","RAZORPAY","notprovided","2020-02-12 06","NB_SBI"
"6180",4,3,"drivezy","NB","GOCASHFREE","notprovided","2020-02-12 13","NB_SBI"
"6181",3,2,"drivezy","NB","GOCASHFREE","notprovided","2020-02-12 05","NB_SBI"
"6182",3,3,"countrydelight","NB","PAYU","notprovided","2020-02-13 09","NB_SBI"
"6183",2,2,"countrydelight","NB","PAYU","notprovided","2020-02-13 13","NB_SBI"
"6184",1,0,"drivezy","NB","GOCASHFREE","notprovided","2020-02-13 01","NB_SBI"
"6185",6,4,"countrydelight","NB","PAYU","notprovided","2020-02-13 11","NB_SBI"
"6186",5,1,"pharmeasytech","NB","PAYU","notprovided","2020-02-13 18","NB_SBI"
"6187",13,6,"zivame","NB","PAYU","notprovided","2020-02-13 14","NB_SBI"
"6188",4,3,"zivame","NB","PAYU","notprovided","2020-02-12 01","NB_SBI"
"6189",2,2,"purplle.com","NB","PAYU","notprovided","2020-02-12 01","NB_SBI"
"6190",1,1,"medlife_prod","NB","RAZORPAY","notprovided","2020-02-12 20","NB_SBI"
"6191",2,2,"purplle.com","NB","PAYU","notprovided","2020-02-12 18","NB_SBI"
"6192",2,1,"zivame","NB","RAZORPAY","notprovided","2020-02-12 16","NB_SBI"
"6193",5,4,"countrydelight","NB","PAYU","notprovided","2020-02-13 04","NB_SBI"
"6194",3,2,"purplle.com","NB","PAYU","notprovided","2020-02-13 08","NB_SBI"
"6195",6,5,"pharmeasytech","NB","PAYTM","notprovided","2020-02-13 04","NB_SBI"
"6196",1,1,"zivame","NB","RAZORPAY","notprovided","2020-02-13 12","NB_SBI"
"6197",2,2,"pharmeasytech","NB","PAYU","notprovided","2020-02-13 20","NB_SBI"
"6198",3,2,"drivezy","NB","GOCASHFREE","notprovided","2020-02-13 20","NB_SBI"
"6199",3,3,"pharmeasytech","NB","PAYU","notprovided","2020-02-13 17","NB_SBI"
"6200",1,0,"pharmeasytech","NB","PAYTM","notprovided","2020-02-12 00","NB_SBI"
"6201",1,1,"zivame","NB","PAYU","notprovided","2020-02-12 22","NB_SBI"
"6202",1,0,"urbanclap","NB","PAYTM","notprovided","2020-02-14 22","NB_SBI"
"6203",1,1,"drivezy","NB","GOCASHFREE","notprovided","2020-02-14 05","NB_SBI"
"6204",2,1,"pharmeasytech","NB","PAYU","notprovided","2020-02-14 00","NB_SBI"
"6205",1,1,"countrydelight","NB","PAYU","notprovided","2020-02-13 01","NB_SBI"
"6206",1,0,"zivame","NB","RAZORPAY","notprovided","2020-02-13 13","NB_SBI"
"6207",1,1,"pharmeasytech","NB","PAYTM","notprovided","2020-02-13 20","NB_SBI"
"6208",2,0,"pharmeasytech","NB","PAYTM","notprovided","2020-02-14 18","NB_SBI"
"6209",1,0,"urbanclap","NB","PAYTM","notprovided","2020-02-13 21","NB_SBI"
"6210",1,1,"fanfight","NB","RAZORPAY","notprovided","2020-02-13 22","NB_SBI"
"6211",1,1,"zivame","NB","RAZORPAY","notprovided","2020-02-12 15","NB_SBI"
"6212",1,1,"urbanclap","NB","PAYTM","notprovided","2020-02-13 23","NB_SBI"
"6213",1,1,"zivame","NB","RAZORPAY","notprovided","2020-02-12 12","NB_SBI"
"6214",1,1,"purplle.com","NB","PAYU","notprovided","2020-02-12 03","NB_SBI"
"6215",1,1,"zivame","NB","RAZORPAY","notprovided","2020-02-12 02","NB_SBI"
"6216",1,1,"pharmeasytech","NB","PAYU","notprovided","2020-02-12 20","NB_SBI"
"6217",40,21,"urbanclap","NB","PAYTM","notprovided","2020-02-14 10","NB_SBI"
"6218",10,3,"countrydelight","NB","PAYU","notprovided","2020-02-14 10","NB_SBI"
"6219",58,30,"urbanclap","NB","PAYTM","notprovided","2020-02-14 06","NB_SBI"
"6220",14,9,"zivame","NB","PAYU","notprovided","2020-02-14 04","NB_SBI"
"6221",11,7,"pharmeasytech","NB","PAYTM","notprovided","2020-02-14 11","NB_SBI"
"6222",3,1,"drivezy","NB","GOCASHFREE","notprovided","2020-02-14 03","NB_SBI"
"6223",4,2,"zivame","NB","RAZORPAY","notprovided","2020-02-14 06","NB_SBI"
"6224",18,7,"zivame","NB","PAYU","notprovided","2020-02-14 06","NB_SBI"
"6225",10,6,"countrydelight","NB","PAYU","notprovided","2020-02-14 06","NB_SBI"
"6226",6,5,"pharmeasytech","NB","PAYTM","notprovided","2020-02-14 02","NB_SBI"
"6227",21,12,"zivame","NB","PAYU","notprovided","2020-02-14 05","NB_SBI"
"6228",15,11,"zivame","NB","PAYU","notprovided","2020-02-14 09","NB_SBI"
"6229",4,2,"medlife_prod","NB","RAZORPAY","notprovided","2020-02-14 09","NB_SBI"
"6230",24,16,"urbanclap","NB","PAYTM","notprovided","2020-02-14 03","NB_SBI"
"6231",18,2,"fanfight","NB","RAZORPAY","notprovided","2020-02-14 09","NB_SBI"
"6232",20,14,"zivame","NB","PAYU","notprovided","2020-02-14 16","NB_SBI"
"6233",17,9,"fanfight","NB","RAZORPAY","notprovided","2020-02-14 12","NB_SBI"
"6234",7,7,"pharmeasytech","NB","PAYU","notprovided","2020-02-14 02","NB_SBI"
"6235",33,19,"urbanclap","NB","PAYTM","notprovided","2020-02-14 16","NB_SBI"
"6236",23,9,"medlife_prod","NB","RAZORPAY","notprovided","2020-02-14 02","NB_SBI"
"6237",4,2,"purplle.com","NB","PAYU","notprovided","2020-02-14 12","NB_SBI"
"6238",12,7,"countrydelight","NB","PAYU","notprovided","2020-02-14 05","NB_SBI"
"6239",11,7,"pharmeasytech","NB","PAYTM","notprovided","2020-02-14 10","NB_SBI"
"6240",7,6,"purplle.com","NB","PAYU","notprovided","2020-02-14 10","NB_SBI"
"6241",15,11,"pharmeasytech","NB","PAYU","notprovided","2020-02-14 06","NB_SBI"
"6242",9,4,"drivezy","NB","GOCASHFREE","notprovided","2020-02-14 13","NB_SBI"
"6243",39,22,"urbanclap","NB","PAYTM","notprovided","2020-02-14 14","NB_SBI"
"6244",32,16,"urbanclap","NB","PAYTM","notprovided","2020-02-14 17","NB_SBI"
"6245",44,8,"fanfight","NB","RAZORPAY","notprovided","2020-02-14 13","NB_SBI"
"6246",25,17,"urbanclap","NB","PAYTM","notprovided","2020-02-14 15","NB_SBI"
"6247",6,1,"fanfight","NB","RAZORPAY","notprovided","2020-02-14 20","NB_SBI"
"6248",20,16,"zivame","NB","PAYU","notprovided","2020-02-14 17","NB_SBI"
"6249",7,5,"purplle.com","NB","PAYU","notprovided","2020-02-14 14","NB_SBI"
"6250",3,2,"purplle.com","NB","PAYU","notprovided","2020-02-14 07","NB_SBI"
"6251",9,3,"fanfight","NB","RAZORPAY","notprovided","2020-02-14 07","NB_SBI"
"6252",5,4,"zivame","NB","PAYU","notprovided","2020-02-14 02","NB_SBI"
"6253",7,7,"pharmeasytech","NB","PAYTM","notprovided","2020-02-14 07","NB_SBI"
"6254",11,7,"pharmeasytech","NB","PAYTM","notprovided","2020-02-14 06","NB_SBI"
"6255",2,2,"drivezy","NB","GOCASHFREE","notprovided","2020-02-14 10","NB_SBI"
"6256",11,2,"fanfight","NB","RAZORPAY","notprovided","2020-02-14 03","NB_SBI"
"6257",7,2,"fanfight","NB","RAZORPAY","notprovided","2020-02-14 19","NB_SBI"
"6258",12,9,"zivame","NB","PAYU","notprovided","2020-02-14 18","NB_SBI"
"6259",13,10,"zivame","NB","PAYU","notprovided","2020-02-14 15","NB_SBI"
"6260",4,3,"countrydelight","NB","PAYU","notprovided","2020-02-14 18","NB_SBI"
"6261",3,2,"pharmeasytech","NB","PAYU","notprovided","2020-02-14 17","NB_SBI"
"6262",4,0,"fanfight","NB","RAZORPAY","notprovided","2020-02-14 17","NB_SBI"
"6263",9,8,"pharmeasytech","NB","PAYU","notprovided","2020-02-14 15","NB_SBI"
"6264",8,5,"zivame","NB","PAYU","notprovided","2020-02-12 09","NB_SBI"
"6265",35,18,"urbanclap","NB","PAYTM","notprovided","2020-02-12 12","NB_SBI"
"6266",18,10,"medlife_prod","NB","RAZORPAY","notprovided","2020-02-12 07","NB_SBI"
"6267",15,11,"medlife_prod","NB","RAZORPAY","notprovided","2020-02-12 09","NB_SBI"
"6268",6,3,"drivezy","NB","GOCASHFREE","notprovided","2020-02-12 11","NB_SBI"
"6269",12,3,"purplle.com","NB","PAYU","notprovided","2020-02-12 12","NB_SBI"
"6270",38,21,"urbanclap","NB","PAYTM","notprovided","2020-02-12 09","NB_SBI"
"6271",7,2,"purplle.com","NB","PAYU","notprovided","2020-02-12 09","NB_SBI"
"6272",24,8,"fanfight","NB","RAZORPAY","notprovided","2020-02-12 12","NB_SBI"
"6273",11,10,"pharmeasytech","NB","PAYU","notprovided","2020-02-12 05","NB_SBI"
"6274",9,8,"zivame","NB","PAYU","notprovided","2020-02-12 07","NB_SBI"
"6275",8,4,"urbanclap","NB","PAYTM","notprovided","2020-02-12 01","NB_SBI"
"6276",20,0,"fanfight","NB","RAZORPAY","notprovided","2020-02-12 05","NB_SBI"
"6277",11,5,"fanfight","NB","RAZORPAY","notprovided","2020-02-12 01","NB_SBI"
"6278",5,2,"drivezy","NB","GOCASHFREE","notprovided","2020-02-12 08","NB_SBI"
"6279",3,2,"purplle.com","NB","PAYU","notprovided","2020-02-12 07","NB_SBI"
"6280",4,4,"pharmeasytech","NB","PAYTM","notprovided","2020-02-12 01","NB_SBI"
"6281",101,49,"fanfight","NB","RAZORPAY","notprovided","2020-02-12 15","NB_SBI"
"6282",19,11,"pharmeasytech","NB","PAYU","notprovided","2020-02-12 14","NB_SBI"
"6283",12,6,"zivame","NB","PAYU","notprovided","2020-02-12 18","NB_SBI"
"6284",10,6,"pharmeasytech","NB","PAYTM","notprovided","2020-02-12 14","NB_SBI"
"6285",10,6,"purplle.com","NB","PAYU","notprovided","2020-02-12 15","NB_SBI"
"6286",3,2,"drivezy","NB","GOCASHFREE","notprovided","2020-02-12 17","NB_SBI"
"6287",11,7,"purplle.com","NB","PAYU","notprovided","2020-02-12 14","NB_SBI"
"6288",13,10,"medlife_prod","NB","RAZORPAY","notprovided","2020-02-12 13","NB_SBI"
"6289",20,13,"zivame","NB","PAYU","notprovided","2020-02-12 17","NB_SBI"
"6290",4,4,"drivezy","NB","GOCASHFREE","notprovided","2020-02-12 19","NB_SBI"
"6291",12,9,"medlife_prod","NB","RAZORPAY","notprovided","2020-02-14 10","NB_SBI"
"6292",8,8,"pharmeasytech","NB","PAYTM","notprovided","2020-02-14 09","NB_SBI"
"6293",5,3,"purplle.com","NB","PAYU","notprovided","2020-02-14 03","NB_SBI"
"6294",5,2,"zivame","NB","PAYU","notprovided","2020-02-14 01","NB_SBI"
"6295",3,1,"countrydelight","NB","PAYU","notprovided","2020-02-14 11","NB_SBI"
"6296",5,5,"pharmeasytech","NB","PAYTM","notprovided","2020-02-14 00","NB_SBI"
"6297",6,2,"medlife_prod","NB","RAZORPAY","notprovided","2020-02-14 18","NB_SBI"
"6298",10,4,"medlife_prod","NB","RAZORPAY","notprovided","2020-02-14 16","NB_SBI"
"6299",5,3,"drivezy","NB","GOCASHFREE","notprovided","2020-02-14 17","NB_SBI"
"6300",10,6,"medlife_prod","NB","RAZORPAY","notprovided","2020-02-14 14","NB_SBI"
"6301",6,3,"purplle.com","NB","PAYU","notprovided","2020-02-14 16","NB_SBI"
"6302",13,11,"pharmeasytech","NB","PAYU","notprovided","2020-02-14 11","NB_SBI"
"6303",1,1,"purplle.com","NB","PAYU","notprovided","2020-02-14 01","NB_SBI"
"6304",5,4,"countrydelight","NB","PAYU","notprovided","2020-02-14 04","NB_SBI"
"6305",9,6,"zivame","NB","PAYU","notprovided","2020-02-14 20","NB_SBI"
"6306",2,2,"pharmeasytech","NB","PAYTM","notprovided","2020-02-14 19","NB_SBI"
"6307",4,1,"zivame","NB","RAZORPAY","notprovided","2020-02-14 18","NB_SBI"
"6308",14,9,"pharmeasytech","NB","PAYU","notprovided","2020-02-14 07","NB_SBI"
"6309",3,3,"drivezy","NB","GOCASHFREE","notprovided","2020-02-14 02","NB_SBI"
"6310",5,3,"drivezy","NB","GOCASHFREE","notprovided","2020-02-14 12","NB_SBI"
"6311",5,3,"zivame","NB","PAYU","notprovided","2020-02-14 03","NB_SBI"
"6312",1,1,"zivame","NB","RAZORPAY","notprovided","2020-02-14 15","NB_SBI"
"6313",2,1,"purplle.com","NB","PAYU","notprovided","2020-02-14 20","NB_SBI"
"6314",3,3,"drivezy","NB","GOCASHFREE","notprovided","2020-02-14 14","NB_SBI"
"6315",12,9,"countrydelight","NB","PAYU","notprovided","2020-02-13 06","NB_SBI"
"6316",10,9,"pharmeasytech","NB","PAYU","notprovided","2020-02-13 13","NB_SBI"
"6317",1,1,"pharmeasytech","NB","PAYU","notprovided","2020-02-13 00","NB_SBI"
"6318",8,3,"drivezy","NB","GOCASHFREE","notprovided","2020-02-13 08","NB_SBI"
"6319",5,4,"drivezy","NB","GOCASHFREE","notprovided","2020-02-13 13","NB_SBI"
"6320",12,4,"fanfight","NB","RAZORPAY","notprovided","2020-02-13 00","NB_SBI"
"6321",34,21,"urbanclap","NB","PAYTM","notprovided","2020-02-13 03","NB_SBI"
"6322",9,5,"fanfight","NB","RAZORPAY","notprovided","2020-02-13 07","NB_SBI"
"6323",20,3,"fanfight","NB","RAZORPAY","notprovided","2020-02-13 08","NB_SBI"
"6324",12,12,"pharmeasytech","NB","PAYU","notprovided","2020-02-13 02","NB_SBI"
"6325",33,21,"urbanclap","NB","PAYTM","notprovided","2020-02-13 13","NB_SBI"
"6326",17,11,"medlife_prod","NB","RAZORPAY","notprovided","2020-02-13 05","NB_SBI"
"6327",8,5,"medlife_prod","NB","RAZORPAY","notprovided","2020-02-13 08","NB_SBI"
"6328",3,1,"countrydelight","NB","PAYU","notprovided","2020-02-13 10","NB_SBI"
"6329",8,0,"fanfight","NB","RAZORPAY","notprovided","2020-02-13 09","NB_SBI"
"6330",20,16,"pharmeasytech","NB","PAYU","notprovided","2020-02-13 12","NB_SBI"
"6331",12,9,"pharmeasytech","NB","PAYU","notprovided","2020-02-13 04","NB_SBI"
"6332",12,9,"pharmeasytech","NB","PAYU","notprovided","2020-02-13 06","NB_SBI"
"6333",4,1,"drivezy","NB","GOCASHFREE","notprovided","2020-02-13 12","NB_SBI"
"6334",6,4,"pharmeasytech","NB","PAYU","notprovided","2020-02-13 01","NB_SBI"
"6335",8,6,"zivame","NB","PAYU","notprovided","2020-02-13 18","NB_SBI"
"6336",10,10,"medlife_prod","NB","RAZORPAY","notprovided","2020-02-13 02","NB_SBI"
"6337",17,12,"zivame","NB","PAYU","notprovided","2020-02-13 15","NB_SBI"
"6338",38,10,"fanfight","NB","RAZORPAY","notprovided","2020-02-13 14","NB_SBI"
"6339",7,5,"countrydelight","NB","PAYU","notprovided","2020-02-13 16","NB_SBI"
"6340",17,8,"urbanclap","NB","PAYTM","notprovided","2020-02-13 18","NB_SBI"
"6341",13,7,"medlife_prod","NB","RAZORPAY","notprovided","2020-02-13 17","NB_SBI"
"6342",13,7,"purplle.com","NB","PAYU","notprovided","2020-02-13 16","NB_SBI"
"6343",23,13,"urbanclap","NB","PAYTM","notprovided","2020-02-13 17","NB_SBI"
"6344",7,3,"purplle.com","NB","PAYU","notprovided","2020-02-13 14","NB_SBI"
"6345",6,5,"medlife_prod","NB","RAZORPAY","notprovided","2020-02-13 15","NB_SBI"
"6346",8,6,"drivezy","NB","GOCASHFREE","notprovided","2020-02-13 18","NB_SBI"
"6347",12,7,"purplle.com","NB","PAYU","notprovided","2020-02-13 17","NB_SBI"
"6348",9,9,"countrydelight","NB","PAYU","notprovided","2020-02-13 14","NB_SBI"
"6349",3,2,"drivezy","NB","GOCASHFREE","notprovided","2020-02-14 09","NB_SBI"
"6350",1,0,"fanfight","NB","RAZORPAY","notprovided","2020-02-14 00","NB_SBI"
"6351",1,0,"fanfight","NB","RAZORPAY","notprovided","2020-02-14 21","NB_SBI"
"6352",1,0,"drivezy","NB","GOCASHFREE","notprovided","2020-02-14 21","NB_SBI"
"6353",1,0,"zivame","NB","RAZORPAY","notprovided","2020-02-14 14","NB_SBI"
"6354",4,3,"pharmeasytech","NB","PAYTM","notprovided","2020-02-12 02","NB_SBI"
"6355",17,12,"pharmeasytech","NB","PAYU","notprovided","2020-02-12 07","NB_SBI"
"6356",7,5,"pharmeasytech","NB","PAYU","notprovided","2020-02-12 00","NB_SBI"
"6357",6,6,"pharmeasytech","NB","PAYTM","notprovided","2020-02-12 09","NB_SBI"
"6358",3,3,"purplle.com","NB","PAYU","notprovided","2020-02-12 02","NB_SBI"
"6359",14,8,"medlife_prod","NB","RAZORPAY","notprovided","2020-02-12 04","NB_SBI"
"6360",18,14,"medlife_prod","NB","RAZORPAY","notprovided","2020-02-12 10","NB_SBI"
"6361",1,0,"purplle.com","NB","PAYU","notprovided","2020-02-12 21","NB_SBI"
"6362",8,3,"urbanclap","NB","PAYTM","notprovided","2020-02-12 18","NB_SBI"
"6363",7,5,"pharmeasytech","NB","PAYU","notprovided","2020-02-12 15","NB_SBI"
"6364",5,1,"purplle.com","NB","PAYU","notprovided","2020-02-12 13","NB_SBI"
"6365",5,3,"drivezy","NB","GOCASHFREE","notprovided","2020-02-12 12","NB_SBI"
"6366",3,2,"drivezy","NB","GOCASHFREE","notprovided","2020-02-12 06","NB_SBI"
"6367",1,0,"drivezy","NB","GOCASHFREE","notprovided","2020-02-12 14","NB_SBI"
"6368",7,6,"countrydelight","NB","PAYU","notprovided","2020-02-12 13","NB_SBI"
"6369",13,8,"purplle.com","NB","PAYU","notprovided","2020-02-12 17","NB_SBI"
"6370",10,5,"pharmeasytech","NB","PAYU","notprovided","2020-02-13 10","NB_SBI"
"6371",9,5,"pharmeasytech","NB","PAYTM","notprovided","2020-02-13 05","NB_SBI"
"6372",10,9,"countrydelight","NB","PAYU","notprovided","2020-02-13 12","NB_SBI"
"6373",8,5,"purplle.com","NB","PAYU","notprovided","2020-02-13 10","NB_SBI"
"6374",5,2,"drivezy","NB","GOCASHFREE","notprovided","2020-02-13 09","NB_SBI"
"6375",7,4,"urbanclap","NB","PAYTM","notprovided","2020-02-13 02","NB_SBI"
"6376",6,5,"drivezy","NB","GOCASHFREE","notprovided","2020-02-13 05","NB_SBI"
"6377",4,1,"zivame","NB","PAYU","notprovided","2020-02-13 11","NB_SBI"
"6378",8,3,"purplle.com","NB","PAYU","notprovided","2020-02-13 06","NB_SBI"
"6379",2,2,"zivame","NB","RAZORPAY","notprovided","2020-02-13 06","NB_SBI"
"6380",10,9,"zivame","NB","PAYU","notprovided","2020-02-13 07","NB_SBI"
"6381",7,2,"fanfight","NB","RAZORPAY","notprovided","2020-02-13 21","NB_SBI"
"6382",6,4,"pharmeasytech","NB","PAYU","notprovided","2020-02-13 16","NB_SBI"
"6383",7,2,"drivezy","NB","GOCASHFREE","notprovided","2020-02-13 16","NB_SBI"
"6384",10,6,"zivame","NB","PAYU","notprovided","2020-02-13 19","NB_SBI"
"6385",5,5,"pharmeasytech","NB","PAYTM","notprovided","2020-02-12 05","NB_SBI"
"6386",2,1,"drivezy","NB","GOCASHFREE","notprovided","2020-02-12 03","NB_SBI"
